NAME	TITLE	SCORE	
CCNE1	cyclin E1 [Source:HGNC Symbol;Acc:HGNC:1589]	0.10885513	
TTTY14	testis-specific transcript, Y-linked 14 [Source:HGNC Symbol;Acc:HGNC:18495]	0.10885447	
IGHV1-24	immunoglobulin heavy variable 1-24 [Source:HGNC Symbol;Acc:HGNC:5551]	0.1088254	
B4GALNT3	beta-1,4-N-acetyl-galactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:24137]	0.10874545	
C1orf74	chromosome 1 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:26319]	0.10870221	
CAMSAP2	calmodulin regulated spectrin associated protein family member 2 [Source:HGNC Symbol;Acc:HGNC:29188]	0.108691506	
ZBED1	zinc finger BED-type containing 1 [Source:HGNC Symbol;Acc:HGNC:447]	0.1086889	
GPS1	G protein pathway suppressor 1 [Source:HGNC Symbol;Acc:HGNC:4549]	0.10867308	
GOLGA2P2Y	GOLGA2 pseudogene 2 Y-linked [Source:HGNC Symbol;Acc:HGNC:16479]	0.10847666	
SNAP29	synaptosome associated protein 29 [Source:HGNC Symbol;Acc:HGNC:11133]	0.10845483	
ZNF408	zinc finger protein 408 [Source:HGNC Symbol;Acc:HGNC:20041]	0.10840429	
NDP	norrin cystine knot growth factor NDP [Source:HGNC Symbol;Acc:HGNC:7678]	0.10839592	
TMEM249	transmembrane protein 249 [Source:HGNC Symbol;Acc:HGNC:44155]	0.108364664	
PROCA1	protein interacting with cyclin A1 [Source:HGNC Symbol;Acc:HGNC:28600]	0.10832647	
SNORA50C	small nucleolar RNA, H/ACA box 50C [Source:HGNC Symbol;Acc:HGNC:32662]	0.10830007	
CDH24	cadherin 24 [Source:HGNC Symbol;Acc:HGNC:14265]	0.10827386	
KEAP1	kelch like ECH associated protein 1 [Source:HGNC Symbol;Acc:HGNC:23177]	0.108215906	
PPP1R14A	protein phosphatase 1 regulatory inhibitor subunit 14A [Source:HGNC Symbol;Acc:HGNC:14871]	0.1082054	
BUB1	BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148]	0.1081779	
EREG	epiregulin [Source:HGNC Symbol;Acc:HGNC:3443]	0.10817641	
PRKACA	protein kinase cAMP-activated catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9380]	0.10817286	
DTD2	D-aminoacyl-tRNA deacylase 2 [Source:HGNC Symbol;Acc:HGNC:20277]	0.10816938	
RN7SL452P	RNA, 7SL, cytoplasmic 452, pseudogene [Source:HGNC Symbol;Acc:HGNC:46468]	0.10816368	
PET117	PET117 cytochrome c oxidase chaperone [Source:HGNC Symbol;Acc:HGNC:40045]	0.10813783	
ZSCAN20	zinc finger and SCAN domain containing 20 [Source:HGNC Symbol;Acc:HGNC:13093]	0.10809352	
MIR3939	microRNA 3939 [Source:HGNC Symbol;Acc:HGNC:38931]	0.1080913	
C2orf68	chromosome 2 open reading frame 68 [Source:HGNC Symbol;Acc:HGNC:34353]	0.10807713	
NSMAF	neutral sphingomyelinase activation associated factor [Source:HGNC Symbol;Acc:HGNC:8017]	0.10804929	
RNU6-1214P	RNA, U6 small nuclear 1214, pseudogene [Source:HGNC Symbol;Acc:HGNC:48177]	0.10803179	
TINF2	TERF1 interacting nuclear factor 2 [Source:HGNC Symbol;Acc:HGNC:11824]	0.108017005	
UGT1A11P	UDP glucuronosyltransferase family 1 member A11, pseudogene [Source:HGNC Symbol;Acc:HGNC:12532]	0.10799514	
LINC01672	long intergenic non-protein coding RNA 1672 [Source:HGNC Symbol;Acc:HGNC:52460]	0.107953	
RNU6-1321P	RNA, U6 small nuclear 1321, pseudogene [Source:HGNC Symbol;Acc:HGNC:48284]	0.10792379	
VIPR1	vasoactive intestinal peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:12694]	0.10790711	
RPL41P2	ribosomal protein L41 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:10357]	0.10785901	
ENSG00000255320	novel transcript	0.10785059	
AGTRAP	angiotensin II receptor associated protein [Source:HGNC Symbol;Acc:HGNC:13539]	0.10782578	
HIF1A-AS3	HIF1A antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:54284]	0.10782517	
RN7SKP137	RN7SK pseudogene 137 [Source:HGNC Symbol;Acc:HGNC:45861]	0.10781641	
CCL14	C-C motif chemokine ligand 14 [Source:HGNC Symbol;Acc:HGNC:10612]	0.10779154	
TRAV24	T cell receptor alpha variable 24 [Source:HGNC Symbol;Acc:HGNC:12121]	0.10778831	
CARD17P	caspase recruitment domain family member 17, pseudogene [Source:HGNC Symbol;Acc:HGNC:33827]	0.10775577	
GLIS3	GLIS family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:28510]	0.10770674	
CALHM6	calcium homeostasis modulator family member 6 [Source:HGNC Symbol;Acc:HGNC:33391]	0.10769363	
DPP4	dipeptidyl peptidase 4 [Source:HGNC Symbol;Acc:HGNC:3009]	0.10768716	
LINC01489	long intergenic non-protein coding RNA 1489 [Source:HGNC Symbol;Acc:HGNC:51145]	0.10767779	
CCDC74BP1	coiled-coil domain containing 74B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51917]	0.10767256	
DRC7	dynein regulatory complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:25289]	0.10765216	
LYSMD2	LysM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28571]	0.107634544	
RMRP	RNA component of mitochondrial RNA processing endoribonuclease [Source:HGNC Symbol;Acc:HGNC:10031]	0.10760316	
PPBPP2	pro-platelet basic protein pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16981]	0.1075546	
LINC00032	long intergenic non-protein coding RNA 32 [Source:HGNC Symbol;Acc:HGNC:16506]	0.1075274	
HNRNPA1P50	heterogeneous nuclear ribonucleoprotein A1 pseudogene 50 [Source:HGNC Symbol;Acc:HGNC:48780]	0.10752395	
KIAA1191	KIAA1191 [Source:HGNC Symbol;Acc:HGNC:29209]	0.10752239	
FEM1C	fem-1 homolog C [Source:HGNC Symbol;Acc:HGNC:16933]	0.10751455	
SNORD125	small nucleolar RNA, C/D box 125 [Source:HGNC Symbol;Acc:HGNC:33564]	0.107512474	
SHPK	sedoheptulokinase [Source:HGNC Symbol;Acc:HGNC:1492]	0.10749805	
RN7SL660P	RNA, 7SL, cytoplasmic 660, pseudogene [Source:HGNC Symbol;Acc:HGNC:46676]	0.107425064	
DUSP2	dual specificity phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3068]	0.10741349	
REP15	RAB15 effector protein [Source:HGNC Symbol;Acc:HGNC:33748]	0.1074125	
ZNF583	zinc finger protein 583 [Source:HGNC Symbol;Acc:HGNC:26427]	0.107376955	
DHFRP1	dihydrofolate reductase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2862]	0.10729188	
TMEM234	transmembrane protein 234 [Source:HGNC Symbol;Acc:HGNC:28837]	0.10726084	
GGN	gametogenetin [Source:HGNC Symbol;Acc:HGNC:18869]	0.10725162	
AKAP10	A-kinase anchoring protein 10 [Source:HGNC Symbol;Acc:HGNC:368]	0.10722021	
DUSP10	dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:HGNC:3065]	0.10721055	
ACP6	acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609]	0.107168265	
NCAPG2	non-SMC condensin II complex subunit G2 [Source:HGNC Symbol;Acc:HGNC:21904]	0.107139006	
FTH1P15	ferritin heavy chain 1 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:3985]	0.1071361	
PKD2	polycystin 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9009]	0.107066125	
SEMA3C	semaphorin 3C [Source:HGNC Symbol;Acc:HGNC:10725]	0.10705717	
OR6N1	olfactory receptor family 6 subfamily N member 1 [Source:HGNC Symbol;Acc:HGNC:15034]	0.10702255	
PIERCE2	piercer of microtubule wall 2 [Source:HGNC Symbol;Acc:HGNC:44654]	0.10701856	
TCEA1P4	transcription elongation factor A1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:31091]	0.10691387	
CECR3	cat eye syndrome chromosome region, candidate 3 [Source:HGNC Symbol;Acc:HGNC:1841]	0.10690894	
MEIKIN	meiotic kinetochore factor [Source:HGNC Symbol;Acc:HGNC:51253]	0.10690662	
DYM	dymeclin [Source:HGNC Symbol;Acc:HGNC:21317]	0.10690482	
CCDC96	coiled-coil domain containing 96 [Source:HGNC Symbol;Acc:HGNC:26900]	0.106901646	
H4C6	H4 clustered histone 6 [Source:HGNC Symbol;Acc:HGNC:4783]	0.10688738	
SLC52A2	solute carrier family 52 member 2 [Source:HGNC Symbol;Acc:HGNC:30224]	0.1068425	
KCNK6	potassium two pore domain channel subfamily K member 6 [Source:HGNC Symbol;Acc:HGNC:6281]	0.10684248	
OR11L1	olfactory receptor family 11 subfamily L member 1 [Source:HGNC Symbol;Acc:HGNC:14998]	0.106807165	
ATG10-IT1	ATG10 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41455]	0.1068011	
LILRP1	leukocyte immunoglobulin-like receptor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:15496]	0.10676564	
PRDX4	peroxiredoxin 4 [Source:HGNC Symbol;Acc:HGNC:17169]	0.10676171	
RPSAP29	ribosomal protein SA pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:36680]	0.10673241	
INPP5K	inositol polyphosphate-5-phosphatase K [Source:HGNC Symbol;Acc:HGNC:33882]	0.10669695	
FSD1	fibronectin type III and SPRY domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13745]	0.10667958	
KCNIP2	potassium voltage-gated channel interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:15522]	0.106655635	
DPYSL4	dihydropyrimidinase like 4 [Source:HGNC Symbol;Acc:HGNC:3016]	0.10665051	
PKN1	protein kinase N1 [Source:HGNC Symbol;Acc:HGNC:9405]	0.1066407	
ACOXL	acyl-CoA oxidase like [Source:HGNC Symbol;Acc:HGNC:25621]	0.10662602	
SLC22A11	solute carrier family 22 member 11 [Source:HGNC Symbol;Acc:HGNC:18120]	0.1066122	
FFAR4	free fatty acid receptor 4 [Source:HGNC Symbol;Acc:HGNC:19061]	0.10656584	
DCST1-AS1	DCST1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41147]	0.106553145	
DICER1-AS1	DICER1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43017]	0.10651156	
ARHGEF15	Rho guanine nucleotide exchange factor 15 [Source:HGNC Symbol;Acc:HGNC:15590]	0.106497385	
AP3B2	adaptor related protein complex 3 subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:567]	0.10643832	
RPL21P120	ribosomal protein L21 pseudogene 120 [Source:HGNC Symbol;Acc:HGNC:35743]	0.10643414	
PRR23A	proline rich 23A [Source:HGNC Symbol;Acc:HGNC:37172]	0.10642775	
GREM2	gremlin 2, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:17655]	0.10641465	
ARID3C	AT-rich interaction domain 3C [Source:HGNC Symbol;Acc:HGNC:21209]	0.10630279	
SYK	spleen associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491]	0.10620438	
MAP3K5-AS2	MAP3K5 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:56125]	0.10617256	
BTF3	basic transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:1125]	0.10608328	
BHLHE41	basic helix-loop-helix family member e41 [Source:HGNC Symbol;Acc:HGNC:16617]	0.10605264	
GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group) [Source:HGNC Symbol;Acc:HGNC:20460]	0.10601309	
ZNF649-AS1	ZNF649 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51285]	0.105970666	
RNU2-24P	RNA, U2 small nuclear 24, pseudogene [Source:HGNC Symbol;Acc:HGNC:48517]	0.105924666	
RNF150	ring finger protein 150 [Source:HGNC Symbol;Acc:HGNC:23138]	0.10590845	
SLC25A40	solute carrier family 25 member 40 [Source:HGNC Symbol;Acc:HGNC:29680]	0.10590576	
RPL21P19	ribosomal protein L21 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:35748]	0.10588463	
UPK3BL3P	uroplakin 3B like 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:55757]	0.10588431	
SERPINF2	serpin family F member 2 [Source:HGNC Symbol;Acc:HGNC:9075]	0.105859205	
GOLGA4-AS1	GOLGA4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26469]	0.105843365	
ZSCAN32	zinc finger and SCAN domain containing 32 [Source:HGNC Symbol;Acc:HGNC:20812]	0.105636805	
TSPAN11	tetraspanin 11 [Source:HGNC Symbol;Acc:HGNC:30795]	0.10560009	
RN7SKP85	RN7SK pseudogene 85 [Source:HGNC Symbol;Acc:HGNC:45809]	0.10559795	
SH3RF3	SH3 domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:24699]	0.1055964	
CENPN-AS1	CENPN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55106]	0.10557659	
FAM241A	family with sequence similarity 241 member A [Source:HGNC Symbol;Acc:HGNC:26813]	0.105518	
TPM4P3	TPM4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:56402]	0.105478935	
ZNF35	zinc finger protein 35 [Source:HGNC Symbol;Acc:HGNC:13099]	0.10547141	
GP5	glycoprotein V platelet [Source:HGNC Symbol;Acc:HGNC:4443]	0.10541806	
LINC03058	long intergenic non-protein coding RNA 3058 [Source:HGNC Symbol;Acc:HGNC:56363]	0.10537638	
NR1D2	nuclear receptor subfamily 1 group D member 2 [Source:HGNC Symbol;Acc:HGNC:7963]	0.10535754	
RNU6-1003P	RNA, U6 small nuclear 1003, pseudogene [Source:HGNC Symbol;Acc:HGNC:47966]	0.105288625	
HCG14	HLA complex group 14 [Source:HGNC Symbol;Acc:HGNC:18323]	0.10526727	
ZNF295-AS1	ZNF295 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23130]	0.10526713	
ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4 [Source:HGNC Symbol;Acc:HGNC:14573]	0.105234206	
SLC7A5	solute carrier family 7 member 5 [Source:HGNC Symbol;Acc:HGNC:11063]	0.10522401	
B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:28596]	0.10514865	
EBAG9P1	EBAG9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45233]	0.10511519	
METTL6	methyltransferase 6, methylcytidine [Source:HGNC Symbol;Acc:HGNC:28343]	0.105113365	
PLA2G15	phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]	0.10510748	
MIR6749	microRNA 6749 [Source:HGNC Symbol;Acc:HGNC:50087]	0.10507777	
PML	PML nuclear body scaffold [Source:HGNC Symbol;Acc:HGNC:9113]	0.104994304	
CELF5	CUGBP Elav-like family member 5 [Source:HGNC Symbol;Acc:HGNC:14058]	0.10490234	
DIAPH2-AS1	DIAPH2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16972]	0.10490047	
LINC02694	long intergenic non-protein coding RNA 2694 [Source:HGNC Symbol;Acc:HGNC:33796]	0.1048944	
ELOA	elongin A [Source:HGNC Symbol;Acc:HGNC:11620]	0.10485502	
UBE2D3	ubiquitin conjugating enzyme E2 D3 [Source:HGNC Symbol;Acc:HGNC:12476]	0.10480606	
PNMA6A	PNMA family member 6A [Source:HGNC Symbol;Acc:HGNC:28248]	0.10474707	
MST1P2	macrophage stimulating 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:7383]	0.10469798	
PDE11A	phosphodiesterase 11A [Source:HGNC Symbol;Acc:HGNC:8773]	0.10468435	
NECAP2	NECAP endocytosis associated 2 [Source:HGNC Symbol;Acc:HGNC:25528]	0.10466362	
CDC26	cell division cycle 26 [Source:HGNC Symbol;Acc:HGNC:17839]	0.10464989	
LOXL1-AS1	LOXL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44169]	0.10463298	
GVQW3	GVQW motif containing 3 [Source:HGNC Symbol;Acc:HGNC:51239]	0.10460346	
LCP1	lymphocyte cytosolic protein 1 [Source:HGNC Symbol;Acc:HGNC:6528]	0.1045949	
CHCHD5	coiled-coil-helix-coiled-coil-helix domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17840]	0.104589306	
MSL1	MSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:27905]	0.104527116	
C16orf86	chromosome 16 open reading frame 86 [Source:HGNC Symbol;Acc:HGNC:33755]	0.10447926	
TERLR1	TERT regulating lncRNA 1 [Source:HGNC Symbol;Acc:HGNC:52952]	0.10446142	
NUP58	nucleoporin 58 [Source:HGNC Symbol;Acc:HGNC:20261]	0.104451805	
DNM1	dynamin 1 [Source:HGNC Symbol;Acc:HGNC:2972]	0.10444544	
OR6R1P	olfactory receptor family 6 subfamily R member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15037]	0.10440771	
B2M	beta-2-microglobulin [Source:HGNC Symbol;Acc:HGNC:914]	0.104365595	
CCR10	C-C motif chemokine receptor 10 [Source:HGNC Symbol;Acc:HGNC:4474]	0.10435939	
ZNF442	zinc finger protein 442 [Source:HGNC Symbol;Acc:HGNC:20877]	0.10434202	
FAM166B	family with sequence similarity 166 member B [Source:HGNC Symbol;Acc:HGNC:34242]	0.10433538	
ACVR1	activin A receptor type 1 [Source:HGNC Symbol;Acc:HGNC:171]	0.10423246	
RPL21P80	ribosomal protein L21 pseudogene 80 [Source:HGNC Symbol;Acc:HGNC:35697]	0.10421434	
OOEP-AS1	OOEP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39192]	0.10419307	
CS	citrate synthase [Source:HGNC Symbol;Acc:HGNC:2422]	0.10407714	
CCNDBP1	cyclin D1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1587]	0.10407609	
CTAGE16P	CTAGE family member 16, pseudogene [Source:HGNC Symbol;Acc:HGNC:41967]	0.10405213	
LGALS12	galectin 12 [Source:HGNC Symbol;Acc:HGNC:15788]	0.104010664	
MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866]	0.10395766	
AFF1	ALF transcription elongation factor 1 [Source:HGNC Symbol;Acc:HGNC:7135]	0.103923485	
FBXO40	F-box protein 40 [Source:HGNC Symbol;Acc:HGNC:29816]	0.10381218	
RPL36AP45	ribosomal protein L36a pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:36032]	0.10373964	
ENSG00000260573	novel transcript	0.10373786	
FAM186A	family with sequence similarity 186 member A [Source:HGNC Symbol;Acc:HGNC:26980]	0.10372618	
MATN3	matrilin 3 [Source:HGNC Symbol;Acc:HGNC:6909]	0.10372489	
GOLGA2P11	GOLGA2 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:26788]	0.103722185	
NMT1	N-myristoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7857]	0.10371326	
STMP1	short transmembrane mitochondrial protein 1 [Source:HGNC Symbol;Acc:HGNC:41909]	0.10369828	
PRKAG2-AS1	PRKAG2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40468]	0.10368624	
TATDN2	TatD DNase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28988]	0.103673495	
TBC1D27P	TBC1 domain family member 27, pseudogene [Source:HGNC Symbol;Acc:HGNC:28104]	0.10364159	
C1S	complement C1s [Source:HGNC Symbol;Acc:HGNC:1247]	0.10336871	
AGAP7P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:23465]	0.103300795	
ECE1	endothelin converting enzyme 1 [Source:HGNC Symbol;Acc:HGNC:3146]	0.103299074	
RPSAP45	ribosomal protein SA pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:35857]	0.103270866	
IGHV3-38	immunoglobulin heavy variable 3-38 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5601]	0.10321007	
CFAP300	cilia and flagella associated protein 300 [Source:HGNC Symbol;Acc:HGNC:28188]	0.10318616	
NKIRAS2	NFKB inhibitor interacting Ras like 2 [Source:HGNC Symbol;Acc:HGNC:17898]	0.103162795	
EGLN3	egl-9 family hypoxia inducible factor 3 [Source:HGNC Symbol;Acc:HGNC:14661]	0.10315469	
RN7SL246P	RNA, 7SL, cytoplasmic 246, pseudogene [Source:HGNC Symbol;Acc:HGNC:46262]	0.10305548	
BTK	Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133]	0.10300348	
CTBP2P10	CTBP2 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:54512]	0.102979414	
RNA5-8SN2	RNA, 5.8S ribosomal N2 [Source:HGNC Symbol;Acc:HGNC:53521]	0.1029403	
METTL9	methyltransferase like 9 [Source:HGNC Symbol;Acc:HGNC:24586]	0.10292602	
GJB4	gap junction protein beta 4 [Source:HGNC Symbol;Acc:HGNC:4286]	0.10286559	
TLK1	tousled like kinase 1 [Source:HGNC Symbol;Acc:HGNC:11841]	0.102829956	
ZNF593	zinc finger protein 593 [Source:HGNC Symbol;Acc:HGNC:30943]	0.10280135	
PES1	pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8848]	0.10278984	
MTM1	myotubularin 1 [Source:HGNC Symbol;Acc:HGNC:7448]	0.10278766	
PHLDB1	pleckstrin homology like domain family B member 1 [Source:HGNC Symbol;Acc:HGNC:23697]	0.10277466	
ELOA-AS1	ELOA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50582]	0.10275141	
CHML	CHM like Rab escort protein [Source:HGNC Symbol;Acc:HGNC:1941]	0.10267627	
COMMD2	COMM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24993]	0.1026759	
PPP2R2DP1	protein phosphatase 2 regulatory subunit Bdelta pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44544]	0.102628104	
RPL7AP37	ribosomal protein L7a pseudogene 37 [Source:HGNC Symbol;Acc:HGNC:36507]	0.10261576	
MTCO1P28	MT-CO1 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:52093]	0.10261194	
RNA5SP242	RNA, 5S ribosomal pseudogene 242 [Source:HGNC Symbol;Acc:HGNC:43142]	0.10258099	
ATP5MF-PTCD1	ATP5MF-PTCD1 readthrough [Source:HGNC Symbol;Acc:HGNC:38844]	0.10257594	
SNORA80D	small nucleolar RNA, H/ACA box 80D [Source:HGNC Symbol;Acc:HGNC:50435]	0.10254967	
SLC41A3	solute carrier family 41 member 3 [Source:HGNC Symbol;Acc:HGNC:31046]	0.10252995	
EEF2KMT	eukaryotic elongation factor 2 lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:32221]	0.1025219	
LINC01946	long intergenic non-protein coding RNA 1946 [Source:HGNC Symbol;Acc:HGNC:52770]	0.10245101	
CDKN2AIP	CDKN2A interacting protein [Source:HGNC Symbol;Acc:HGNC:24325]	0.1024374	
LDOC1	LDOC1 regulator of NFKB signaling [Source:HGNC Symbol;Acc:HGNC:6548]	0.102420725	
PKP4	plakophilin 4 [Source:HGNC Symbol;Acc:HGNC:9026]	0.102403514	
JMJD4	jumonji domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25724]	0.10238534	
LINC01546	long intergenic non-protein coding RNA 1546 [Source:HGNC Symbol;Acc:HGNC:27336]	0.10234392	
PLAAT1	phospholipase A and acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:14922]	0.10225235	
LZTS3	leucine zipper tumor suppressor family member 3 [Source:HGNC Symbol;Acc:HGNC:30139]	0.10219993	
EEF1A1-AS1	EEF1A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40206]	0.10216857	
KIAA1210	KIAA1210 [Source:HGNC Symbol;Acc:HGNC:29218]	0.10212393	
VNN3P	vanin 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:16431]	0.101830736	
OR51B5	olfactory receptor family 51 subfamily B member 5 [Source:HGNC Symbol;Acc:HGNC:19599]	0.101814695	
STAT5B	signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:HGNC:11367]	0.10162856	
CCSAP	centriole, cilia and spindle associated protein [Source:HGNC Symbol;Acc:HGNC:29578]	0.10160762	
ENSG00000200999		0.101575494	
RN7SKP180	RN7SK pseudogene 180 [Source:HGNC Symbol;Acc:HGNC:45904]	0.10155882	
ZNF776	zinc finger protein 776 [Source:HGNC Symbol;Acc:HGNC:26765]	0.101491556	
AGK-DT	AGK divergent transcript [Source:HGNC Symbol;Acc:HGNC:55356]	0.10144609	
CMPK1	cytidine/uridine monophosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:18170]	0.1014287	
HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase [Source:HGNC Symbol;Acc:HGNC:5005]	0.10131234	
LINC00174	long intergenic non-protein coding RNA 174 [Source:HGNC Symbol;Acc:HGNC:27788]	0.10115029	
RPL36AP54	ribosomal protein L36a pseudogene 54 [Source:HGNC Symbol;Acc:HGNC:35831]	0.101113126	
TRGV2	T cell receptor gamma variable 2 [Source:HGNC Symbol;Acc:HGNC:12287]	0.101091206	
MAGEB2	MAGE family member B2 [Source:HGNC Symbol;Acc:HGNC:6809]	0.10107923	
GCC2-AS1	GCC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28126]	0.10105568	
ACADSB	acyl-CoA dehydrogenase short/branched chain [Source:HGNC Symbol;Acc:HGNC:91]	0.101006925	
DAP-DT	DAP divergent transcript [Source:HGNC Symbol;Acc:HGNC:55214]	0.10098845	
ENSG00000261170	novel transcript, antisense to CLEC18B	0.10090857	
ENPP7P3	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:48686]	0.10089265	
SOD2-OT1	SOD2 overlapping transcript 1 [Source:HGNC Symbol;Acc:HGNC:53445]	0.10088877	
VN2R1P	vomeronasal 2 receptor 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:30344]	0.10088121	
HSPA4L	heat shock protein family A (Hsp70) member 4 like [Source:HGNC Symbol;Acc:HGNC:17041]	0.100866854	
ASPDH	aspartate dehydrogenase domain containing [Source:HGNC Symbol;Acc:HGNC:33856]	0.100781865	
PRR13P1	proline rich 13 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50614]	0.10076481	
UBE2E1	ubiquitin conjugating enzyme E2 E1 [Source:HGNC Symbol;Acc:HGNC:12477]	0.10076454	
LYPD8	LY6/PLAUR domain containing 8 [Source:HGNC Symbol;Acc:HGNC:44208]	0.1007617	
TRBV7-1	T cell receptor beta variable 7-1 (non-functional) [Source:HGNC Symbol;Acc:HGNC:12235]	0.10073915	
ZCCHC17	zinc finger CCHC-type containing 17 [Source:HGNC Symbol;Acc:HGNC:30246]	0.100715876	
CIAPIN1	cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]	0.10068136	
TTC5	tetratricopeptide repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:19274]	0.10058625	
UBE2B	ubiquitin conjugating enzyme E2 B [Source:HGNC Symbol;Acc:HGNC:12473]	0.10052251	
NFE2L3	NFE2 like bZIP transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:7783]	0.10049946	
